question,answer_llm,answer_orig,document
Is there a way to avoid the HuggingFace download issue in download.py?,"Yes. If `download.py` hangs on HuggingFace, you can avoid the issue by downloading the file directly in your browser from:

https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx

Then save it to:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

After that, `download.py` will detect the local file and skip re-downloading it.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Can I manually download model.onnx and use it instead of waiting for the script?,"Yes — you can manually download `model.onnx` and place it at:

`models/Xenova/all-MiniLM-L6-v2/model.onnx`

The script checks whether the file already exists locally, so once it’s there, it will skip the download and continue.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
"After I place model.onnx in the right folder, will download.py try to fetch it again?","No. The script checks whether `model.onnx` already exists locally before downloading, so if you place it in `models/Xenova/all-MiniLM-L6-v2/model.onnx`, `download.py` should skip re-downloading it.","This can happen due to a slow or blocked connection to HuggingFace's CDN. Fix: download the file directly from your browser at https://huggingface.co/Xenova/all-MiniLM-L6-v2/resolve/main/onnx/model.onnx and save it to models/Xenova/all-MiniLM-L6-v2/model.onnx. The script checks if the file exists locally before re-downloading, so it'll skip straight past once it's there.",29b69fbe0b
Why do the matrix dot-product version and the for-loop version of vector search return slightly different scores?,"They can differ slightly because of floating-point precision.

`X.dot(v_query)` uses optimized matrix multiplication code, while the for-loop adds the values sequentially. The math is the same, but the numbers get rounded in a different order, so the last few decimal places may differ.

So the scores are not really wrong—just compare them with a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
"If both methods are doing the same dot product, why does `np.allclose(scores, scores_loop)` sometimes say they’re not equal?","Because `np.allclose` is checking for near-equality, and the two methods can differ by tiny floating-point rounding errors.

Even though `X.dot(v_query)` and the for-loop compute the same dot products, they may sum the numbers in a different order. Floating-point addition is not perfectly associative, so the final values can differ in the last few decimal places.

So this is normal. If you want to compare them, use a tolerance, for example:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Is it a bug if `X.dot(v_query)` and the loop-based version don’t match exactly in vector search?,"No, it’s not a bug. `X.dot(v_query)` and the loop-based version can differ slightly because of floating-point precision and the order in which the sums are accumulated. They should match approximately, not necessarily exactly.

Use a tolerance check like:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

If they’re close within a small tolerance, that’s normal.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why can optimized BLAS and a plain Python loop give tiny differences in the last decimals of the search scores?,"Because BLAS and a plain Python loop sum the same floating-point numbers in a different order. Floating-point addition is not perfectly associative, so tiny rounding differences can appear in the last decimal places.

The math is the same; only the rounding changes. If needed, compare with a tolerance, e.g. `np.allclose(scores, scores_loop, atol=1e-5)`.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
What’s the right way to compare the vector search results from the matrix approach and the loop approach?,"The right way is to compare them with a small tolerance, not with exact equality.

Use:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```

This accounts for tiny floating-point differences between the matrix and loop implementations, which are normal.","In [Lesson 4 (Vector Search)](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/02-vector-search/lessons/04-vector-search.md) we compute the scores two ways — `scores = X.dot(v_query)` and the equivalent for-loop — and they can come out slightly different. This is normal, it's just floating-point precision. If you compare them with `np.allclose(scores, scores_loop)` you might get `False`, even though both compute the same dot products. They just add the numbers up in a slightly different order, and floating-point addition isn't perfectly associative, so the results can differ in the last few decimal places.

Under the hood, `X.dot(v)` runs optimized BLAS code that sums in a different order than a sequential Python loop. The math is the same; only the rounding differs, so the values aren't really ""wrong.""

Just compare them with a small tolerance instead of expecting an exact match:

```python
np.allclose(scores, scores_loop, atol=1e-5)
```",e889793af9
Why am I getting IndexError: list index out of range when I try to access the best chunk in my vector search code?,"The `IndexError: list index out of range` usually means your embeddings and chunks are not aligned: the number of vectors in your search matrix doesn’t match the number of document chunks.

Make sure you generate embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `X` should have the same number of rows as `len(chunks)`, so accessing the best chunk index will work correctly.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
What usually causes list index out of range when selecting the top chunk after embedding document chunks?,"This usually happens because the number of embeddings doesn’t match the number of document chunks. Make sure you embed the chunk list itself, e.g. `contents = [chunk[""content""] for chunk in chunks]`, so `len(X) == len(chunks)`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
How can I fix the error where the best chunk lookup fails because the embeddings and chunks don't seem to line up?,"The fix is to make sure your embeddings are created from the **same chunk list** you use for lookup.

In the course context, the error happens when the number of embeddings does not match the number of chunks. Build the embeddings directly from `chunks`, like this:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then check that:

```python
len(X) == len(chunks)
```

Also, for RAG, make sure you fit/search the index on the **chunked documents**, not the original full documents:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

If you want, I can help you debug the exact code where the mismatch happens.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Do my embeddings need to be created from the chunk contents directly to avoid an IndexError later on?,"Yes — to avoid the `IndexError`, the embeddings should match the chunk list one-to-one, so create them directly from the chunk contents:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The key is that `len(chunks)` must equal the number of rows in `X`. If they don’t match, accessing the “best chunk” later can fail with `IndexError: list index out of range`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
Why should the number of vectors returned by encode_batch match the number of chunks in my list?,"Because each chunk should produce exactly one embedding vector. If `encode_batch` returns a different number of vectors than the number of chunks, then you won’t be able to match each vector back to its corresponding chunk, which can cause indexing errors.

The safe pattern is:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

Then `len(X)` should equal `len(chunks)`.","The error typically happens when the number of embeddings you generate does not match the number of document chunks. Make sure you create embeddings directly from the chunk list:

```python
contents = [chunk[""content""] for chunk in chunks]
X = embedder.encode_batch(contents)
```

The number of rows in `X` should be equal to `len(chunks)`.",1a7b27c4df
"For Module 2 homework Q2, my cosine similarity doesn't match any multiple-choice answer — could I be using the wrong embedding model?","Yes — the most common issue is using the wrong embedding model.

For Module 2 homework Q2, you should **not** use `sentence-transformers` or the lesson models like `multi-qa-mpnet-base-dot-v1` / `all-mpnet-base-v2`. Instead, use:

```python
from embedder import Embedder
model = Embedder()
```

A few other things to check:

- Make sure you embed the page’s **`content`** field, not the filename or full record.
- Compare it to the **query vector from Q1**.
- The `Embedder` returns **normalized vectors**, so the **dot product equals cosine similarity**.

If your result is still slightly different, choose the **closest option** — small numerical differences are normal.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Do we need to use the `Embedder` from `embedder.py` in homework 2 instead of `sentence-transformers`, and why would that change the cosine score?","Yes — for Homework 2 you should use the lightweight ONNX `Embedder` from `embedder.py`, not `sentence-transformers` directly:

```python
from embedder import Embedder
model = Embedder()
```

Why this matters:
- The homework expects a specific embedding model/implementation.
- If you use a different model, your vectors will be different, so the cosine similarity will also be different.
- The `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If you use a different embedding model, the cosine score can fall outside the answer choices. If your value is still slightly off after using the right embedder, choose the closest option.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"If I'm comparing the wrong field, like the filename or full object instead of the page content, can that make the Q2 result different?","Yes — if you compare the wrong field, the Q2 result can be different.

For the homework, you should embed and compare the page’s `content` field, not the filename or the whole object/dict. Using the wrong field will change the vector and therefore the cosine similarity.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"Should the cosine similarity in Q2 be computed with the query vector from Q1, and are the vectors already normalized by the homework embedder?","Yes — for Q2, you should compute cosine similarity using the query vector from Q1.

And yes, the homework `Embedder` already returns normalized vectors, so the cosine similarity is just the dot product between the query and document vectors.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
My value is close but not exact for the homework similarity question — is it okay to choose the nearest option because of small numerical differences?,"Yes — if your numeric answer is close to one of the options, choose the closest option.

Small differences can happen because of filtering, dataset version, floating-point/rounding, or model/provider differences. If it’s only slightly off, nearest is okay. If it’s far from all options, double-check the question, dataset version, and homework instructions.","The most common cause is using a different embedding model than the homework specifies. Homework 2 tells you **not** to use `sentence-transformers` and to use the lightweight ONNX `Embedder` from `embedder.py` instead:

```python
from embedder import Embedder
model = Embedder()
```

Both approaches produce the same vectors for the same model, but if you embed with a different model (for example the `multi-qa-mpnet-base-dot-v1` model from the lessons, or `all-mpnet-base-v2`) you'll get a cosine value that isn't among the options.

Also check that:

- You're embedding the page's `content` field (not the filename or the whole dict).
- You're comparing against the query vector from Q1.
- The vectors are normalized — the `Embedder` returns normalized vectors, so the dot product is the cosine similarity directly.

If your value is still slightly off after using the right model, pick the closest option — small numerical differences are expected.",eaa17a9dc6
"How do I set up Gemini, OpenAI, and Tavily API keys so Kestra can use them in the orchestration module?","Set the keys as environment variables **before starting Kestra**. Kestra reads secrets from variables prefixed with `SECRET_`, and the value must be **base64-encoded**.

Use this:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then restart Kestra:

```bash
docker compose up -d
```

In a flow, reference the secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

Never commit API keys to Git.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
Do I need to export both a normal Gemini key and a SECRET_ version before starting Kestra?,"Yes. You need to export both:

- `GEMINI_API_KEY` as the plain key for the Kestra AI Copilot
- `SECRET_GEMINI_API_KEY` as the base64-encoded version for the flows

Example:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
```

Then start or restart Kestra so it picks them up:

```bash
docker compose up -d
```

Inside flows, use:

```yaml
{{ secret('GEMINI_API_KEY') }}
```","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
"Why does Kestra want the API key in base64, and how do I make the environment variables for the flows?","Kestra wants the API key in base64 because **Kestra reads flow secrets from environment variables with the `SECRET_` prefix, and those values must be base64-encoded**.

For the flows, export the variables **before** starting Kestra:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # for AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)           # for flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)   # for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)   # for web search
```

Then restart Kestra:

```bash
docker compose up -d
```

Inside a flow, reference it **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

Also, use `echo -n` so you don’t accidentally include a newline in the encoded value.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
"When I use a secret inside a Kestra flow, should I reference the name with SECRET_ or without it?","Without the `SECRET_` prefix.

Use:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

not `SECRET_GEMINI_API_KEY`.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
"After changing the API key variables, do I need to restart Docker Compose for Kestra to see them?","Yes — after changing the API key variables, you should restart Docker Compose so Kestra picks up the new environment variables.

Use:

```bash
docker compose up -d
```

Or, if needed:

```bash
docker compose down && docker compose up -d
```

Also make sure you export the variables in the same shell session before starting Kestra.","Kestra reads secrets from environment variables that are prefixed with `SECRET_` and whose value is **base64-encoded**. You export them in the terminal *before* starting Kestra. For Gemini you need two variables — the plain one (used by the AI Copilot) and the base64-encoded `SECRET_` one (used by the flows):

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""                              # used by AI Copilot
export SECRET_GEMINI_API_KEY=$(echo -n $GEMINI_API_KEY | base64)             # used by the flows
export SECRET_OPENAI_API_KEY=$(echo -n ""your-openai-api-key-here"" | base64)  # required for flow 3
export SECRET_TAVILY_API_KEY=$(echo -n ""your-tavily-api-key-here"" | base64)  # required for web search (flows 3, 5, 6)
```

Then start (or restart) Kestra so it picks up the variables:

```bash
docker compose up -d
```

Inside a flow, reference a secret **without** the `SECRET_` prefix:

```yaml
{{ secret('GEMINI_API_KEY') }}
```

See the [setup lesson](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/03-orchestration/lessons/03-setup.md) for the full walkthrough. Never commit your keys to Git.",3860e5fe8b
"Why does Kestra AI Copilot keep saying it can only help with creating Kestra flows, and what should I check first?","Because the AI Copilot is likely **not getting a valid Gemini API key**, so it falls back to the canned message: “I can only assist with creating Kestra flows.”

What to check first:

- Make sure you set the **plain** `GEMINI_API_KEY` environment variable, not `SECRET_GEMINI_API_KEY`
- Confirm it’s set in the same shell you use to start Kestra:
  ```bash
  echo $GEMINI_API_KEY
  ```
- Then restart Kestra:
  ```bash
  export GEMINI_API_KEY=""your-gemini-api-key-here""
  docker compose up -d
  ```

If it still doesn’t work, the key may be missing, mistyped, or rate-limited.","This message means the AI Copilot didn't get a valid Gemini API key, so it falls back to a canned refusal. In Kestra's Open Source edition the Copilot only supports Gemini, and it reads the **plain** `GEMINI_API_KEY` variable (not the base64-encoded `SECRET_GEMINI_API_KEY` that the flows use).

Make sure you exported the plain key before starting Kestra, then restart it:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

If it still fails, the key is usually missing, mistyped, or rate-limited:

- Confirm the variable is actually set in the shell you ran `docker compose up` from (`echo $GEMINI_API_KEY`).
- Generate a fresh key in [Google AI Studio](https://aistudio.google.com/app/apikey).
- If you've been running the agent/multi-agent flows a lot, you may have hit the free-tier quota (`429 Resource Exhausted`) — wait a minute and retry.

Note that the Copilot needs the **plain** `GEMINI_API_KEY` while the flows need `SECRET_GEMINI_API_KEY` — export both.",04440cab11
"I set up the flows with a secret Gemini key, but the Copilot still refuses to answer — am I supposed to use a different env var?","Yes — for the Copilot you need the plain `GEMINI_API_KEY`, not just `SECRET_GEMINI_API_KEY`.

The flows use:

```bash
SECRET_GEMINI_API_KEY
```

but the AI Copilot reads:

```bash
GEMINI_API_KEY
```

So export both before starting Kestra:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
docker compose up -d
```

If it still refuses, double-check that `GEMINI_API_KEY` is set in the same shell you use to start Kestra.","This message means the AI Copilot didn't get a valid Gemini API key, so it falls back to a canned refusal. In Kestra's Open Source edition the Copilot only supports Gemini, and it reads the **plain** `GEMINI_API_KEY` variable (not the base64-encoded `SECRET_GEMINI_API_KEY` that the flows use).

Make sure you exported the plain key before starting Kestra, then restart it:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

If it still fails, the key is usually missing, mistyped, or rate-limited:

- Confirm the variable is actually set in the shell you ran `docker compose up` from (`echo $GEMINI_API_KEY`).
- Generate a fresh key in [Google AI Studio](https://aistudio.google.com/app/apikey).
- If you've been running the agent/multi-agent flows a lot, you may have hit the free-tier quota (`429 Resource Exhausted`) — wait a minute and retry.

Note that the Copilot needs the **plain** `GEMINI_API_KEY` while the flows need `SECRET_GEMINI_API_KEY` — export both.",04440cab11
What’s the right way to export the Gemini API key for Kestra Copilot before restarting Docker Compose?,"Export the plain key in your shell before restarting Docker Compose, and also set the base64 secret version for the flows:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
export SECRET_GEMINI_API_KEY=$(echo -n ""$GEMINI_API_KEY"" | base64)
docker compose up -d
```

For Kestra Copilot, the important part is the plain `GEMINI_API_KEY`.","This message means the AI Copilot didn't get a valid Gemini API key, so it falls back to a canned refusal. In Kestra's Open Source edition the Copilot only supports Gemini, and it reads the **plain** `GEMINI_API_KEY` variable (not the base64-encoded `SECRET_GEMINI_API_KEY` that the flows use).

Make sure you exported the plain key before starting Kestra, then restart it:

```bash
export GEMINI_API_KEY=""your-gemini-api-key-here""
docker compose up -d
```

If it still fails, the key is usually missing, mistyped, or rate-limited:

- Confirm the variable is actually set in the shell you ran `docker compose up` from (`echo $GEMINI_API_KEY`).
- Generate a fresh key in [Google AI Studio](https://aistudio.google.com/app/apikey).
- If you've been running the agent/multi-agent flows a lot, you may have hit the free-tier quota (`429 Resource Exhausted`) — wait a minute and retry.

Note that the Copilot needs the **plain** `GEMINI_API_KEY` while the flows need `SECRET_GEMINI_API_KEY` — export both.",04440cab11
